title,genre,rating,year,director,poster
Film_610,Comedy,8.4,2022,Director_47,https://via.placeholder.com/300x450.png?text=Film_610
Film_611,Thriller,8.7,2014,Director_47,https://via.placeholder.com/300x450.png?text=Film_611
Film_612,Sci-Fi,7.5,2022,Director_72,https://via.placeholder.com/300x450.png?text=Film_612
Film_613,Comedy,7.6,2003,Director_58,https://via.placeholder.com/300x450.png?text=Film_613
Film_614,Thriller,5.3,2001,Director_92,https://via.placeholder.com/300x450.png?text=Film_614
Film_615,Drama,7.0,1998,Director_7,https://via.placeholder.com/300x450.png?text=Film_615
Film_616,Action,7.8,2000,Director_39,https://via.placeholder.com/300x450.png?text=Film_616
Film_617,Thriller,6.3,2010,Director_68,https://via.placeholder.com/300x450.png?text=Film_617
Film_618,Thriller,5.2,2019,Director_42,https://via.placeholder.com/300x450.png?text=Film_618
Film_619,Thriller,5.5,2013,Director_26,https://via.placeholder.com/300x450.png?text=Film_619
Film_620,Action,8.7,2022,Director_86,https://via.placeholder.com/300x450.png?text=Film_620
Film_621,Romance,5.2,2011,Director_14,https://via.placeholder.com/300x450.png?text=Film_621
Film_622,Thriller,6.7,1994,Director_13,https://via.placeholder.com/300x450.png?text=Film_622
Film_623,Thriller,7.4,2000,Director_93,https://via.placeholder.com/300x450.png?text=Film_623
Film_624,Horror,6.8,2016,Director_19,https://via.placeholder.com/300x450.png?text=Film_624
Film_625,Sci-Fi,9.4,1998,Director_8,https://via.placeholder.com/300x450.png?text=Film_625
Film_626,Romance,5.8,2000,Director_61,https://via.placeholder.com/300x450.png?text=Film_626
Film_627,Drama,9.1,1990,Director_17,https://via.placeholder.com/300x450.png?text=Film_627
Film_628,Comedy,7.3,2003,Director_47,https://via.placeholder.com/300x450.png?text=Film_628
Film_629,Action,7.7,1995,Director_13,https://via.placeholder.com/300x450.png?text=Film_629
Film_630,Comedy,8.8,1993,Director_67,https://via.placeholder.com/300x450.png?text=Film_630
Film_631,Horror,9.0,2011,Director_64,https://via.placeholder.com/300x450.png?text=Film_631
Film_632,Action,7.5,2007,Director_83,https://via.placeholder.com/300x450.png?text=Film_632
Film_633,Sci-Fi,5.4,2024,Director_7,https://via.placeholder.com/300x450.png?text=Film_633
Film_634,Action,7.4,1994,Director_88,https://via.placeholder.com/300x450.png?text=Film_634
Film_635,Thriller,5.3,2024,Director_98,https://via.placeholder.com/300x450.png?text=Film_635
Film_636,Thriller,5.7,2007,Director_60,https://via.placeholder.com/300x450.png?text=Film_636
Film_637,Sci-Fi,7.0,2018,Director_82,https://via.placeholder.com/300x450.png?text=Film_637
Film_638,Drama,9.3,2007,Director_35,https://via.placeholder.com/300x450.png?text=Film_638
Film_639,Drama,6.2,2023,Director_51,https://via.placeholder.com/300x450.png?text=Film_639
Film_640,Comedy,5.1,2005,Director_13,https://via.placeholder.com/300x450.png?text=Film_640
Film_641,Horror,5.3,2021,Director_72,https://via.placeholder.com/300x450.png?text=Film_641
Film_642,Romance,6.8,2014,Director_53,https://via.placeholder.com/300x450.png?text=Film_642
Film_643,Horror,7.5,1999,Director_43,https://via.placeholder.com/300x450.png?text=Film_643
Film_644,Action,6.8,1993,Director_87,https://via.placeholder.com/300x450.png?text=Film_644
Film_645,Action,6.2,2012,Director_97,https://via.placeholder.com/300x450.png?text=Film_645
Film_646,Romance,6.6,2007,Director_98,https://via.placeholder.com/300x450.png?text=Film_646
Film_647,Romance,6.9,2002,Director_34,https://via.placeholder.com/300x450.png?text=Film_647
Film_648,Action,7.1,2018,Director_33,https://via.placeholder.com/300x450.png?text=Film_648
Film_649,Sci-Fi,6.0,2018,Director_100,https://via.placeholder.com/300x450.png?text=Film_649
Film_650,Thriller,6.7,2009,Director_55,https://via.placeholder.com/300x450.png?text=Film_650
Film_651,Horror,7.6,2018,Director_11,https://via.placeholder.com/300x450.png?text=Film_651
Film_652,Romance,6.3,2003,Director_98,https://via.placeholder.com/300x450.png?text=Film_652
Film_653,Action,6.7,1997,Director_30,https://via.placeholder.com/300x450.png?text=Film_653
Film_654,Drama,5.5,2009,Director_9,https://via.placeholder.com/300x450.png?text=Film_654
Film_655,Drama,6.4,2019,Director_67,https://via.placeholder.com/300x450.png?text=Film_655
Film_656,Drama,5.2,2010,Director_64,https://via.placeholder.com/300x450.png?text=Film_656
Film_657,Horror,8.7,2015,Director_74,https://via.placeholder.com/300x450.png?text=Film_657
Film_658,Romance,8.0,2024,Director_33,https://via.placeholder.com/300x450.png?text=Film_658
Film_659,Romance,5.5,1995,Director_45,https://via.placeholder.com/300x450.png?text=Film_659
Film_660,Thriller,6.0,2007,Director_65,https://via.placeholder.com/300x450.png?text=Film_660
Film_661,Horror,7.2,1996,Director_98,https://via.placeholder.com/300x450.png?text=Film_661
Film_662,Drama,6.8,2000,Director_85,https://via.placeholder.com/300x450.png?text=Film_662
Film_663,Action,5.1,1995,Director_74,https://via.placeholder.com/300x450.png?text=Film_663
Film_664,Sci-Fi,6.3,2000,Director_58,https://via.placeholder.com/300x450.png?text=Film_664
Film_665,Horror,8.3,2010,Director_21,https://via.placeholder.com/300x450.png?text=Film_665
Film_666,Action,8.8,2020,Director_45,https://via.placeholder.com/300x450.png?text=Film_666
Film_667,Comedy,8.0,2009,Director_95,https://via.placeholder.com/300x450.png?text=Film_667
Film_668,Sci-Fi,7.6,2000,Director_71,https://via.placeholder.com/300x450.png?text=Film_668
Film_669,Horror,8.0,2011,Director_69,https://via.placeholder.com/300x450.png?text=Film_669
Film_670,Action,6.5,1990,Director_60,https://via.placeholder.com/300x450.png?text=Film_670
Film_671,Comedy,6.0,2014,Director_86,https://via.placeholder.com/300x450.png?text=Film_671
Film_672,Action,7.0,2000,Director_76,https://via.placeholder.com/300x450.png?text=Film_672
Film_673,Sci-Fi,7.6,2007,Director_62,https://via.placeholder.com/300x450.png?text=Film_673
Film_674,Romance,6.9,1991,Director_29,https://via.placeholder.com/300x450.png?text=Film_674
Film_675,Horror,8.6,1993,Director_73,https://via.placeholder.com/300x450.png?text=Film_675
Film_676,Drama,8.1,2014,Director_69,https://via.placeholder.com/300x450.png?text=Film_676
Film_677,Action,5.6,2020,Director_87,https://via.placeholder.com/300x450.png?text=Film_677
Film_678,Comedy,8.1,2009,Director_6,https://via.placeholder.com/300x450.png?text=Film_678
Film_679,Comedy,6.3,2004,Director_20,https://via.placeholder.com/300x450.png?text=Film_679
Film_680,Sci-Fi,9.2,1998,Director_28,https://via.placeholder.com/300x450.png?text=Film_680
Film_681,Thriller,5.9,1993,Director_4,https://via.placeholder.com/300x450.png?text=Film_681
Film_682,Action,6.1,2019,Director_6,https://via.placeholder.com/300x450.png?text=Film_682
Film_683,Action,7.0,2005,Director_28,https://via.placeholder.com/300x450.png?text=Film_683
Film_684,Action,5.4,2010,Director_89,https://via.placeholder.com/300x450.png?text=Film_684
Film_685,Action,7.4,2017,Director_13,https://via.placeholder.com/300x450.png?text=Film_685
Film_686,Sci-Fi,6.6,1992,Director_52,https://via.placeholder.com/300x450.png?text=Film_686
Film_687,Action,6.7,2017,Director_53,https://via.placeholder.com/300x450.png?text=Film_687
Film_688,Drama,8.3,2023,Director_43,https://via.placeholder.com/300x450.png?text=Film_688
Film_689,Action,7.0,2002,Director_77,https://via.placeholder.com/300x450.png?text=Film_689
Film_690,Romance,8.2,2023,Director_84,https://via.placeholder.com/300x450.png?text=Film_690
Film_691,Romance,8.0,2014,Director_51,https://via.placeholder.com/300x450.png?text=Film_691
Film_692,Action,6.8,1993,Director_51,https://via.placeholder.com/300x450.png?text=Film_692
Film_693,Sci-Fi,9.1,2015,Director_2,https://via.placeholder.com/300x450.png?text=Film_693
Film_694,Horror,9.5,1998,Director_17,https://via.placeholder.com/300x450.png?text=Film_694
Film_695,Comedy,8.1,2020,Director_72,https://via.placeholder.com/300x450.png?text=Film_695
Film_696,Comedy,6.6,2002,Director_82,https://via.placeholder.com/300x450.png?text=Film_696
Film_697,Sci-Fi,8.8,2015,Director_33,https://via.placeholder.com/300x450.png?text=Film_697
Film_698,Drama,8.9,1997,Director_46,https://via.placeholder.com/300x450.png?text=Film_698
Film_699,Comedy,7.6,1991,Director_45,https://via.placeholder.com/300x450.png?text=Film_699
Film_700,Romance,8.0,2002,Director_33,https://via.placeholder.com/300x450.png?text=Film_700
Film_701,Thriller,5.7,2005,Director_17,https://via.placeholder.com/300x450.png?text=Film_701
Film_702,Comedy,6.5,2016,Director_81,https://via.placeholder.com/300x450.png?text=Film_702
Film_703,Sci-Fi,8.9,2000,Director_17,https://via.placeholder.com/300x450.png?text=Film_703
Film_704,Sci-Fi,8.1,2015,Director_71,https://via.placeholder.com/300x450.png?text=Film_704
Film_705,Horror,8.0,2019,Director_62,https://via.placeholder.com/300x450.png?text=Film_705
Film_706,Horror,5.5,2006,Director_60,https://via.placeholder.com/300x450.png?text=Film_706
Film_707,Sci-Fi,9.2,2020,Director_46,https://via.placeholder.com/300x450.png?text=Film_707
Film_708,Comedy,6.8,2009,Director_48,https://via.placeholder.com/300x450.png?text=Film_708
Film_709,Horror,5.6,2019,Director_61,https://via.placeholder.com/300x450.png?text=Film_709
Film_710,Horror,5.3,2013,Director_41,https://via.placeholder.com/300x450.png?text=Film_710
Film_711,Thriller,7.9,2005,Director_40,https://via.placeholder.com/300x450.png?text=Film_711
Film_712,Romance,7.0,2016,Director_57,https://via.placeholder.com/300x450.png?text=Film_712
Film_713,Comedy,7.6,2021,Director_45,https://via.placeholder.com/300x450.png?text=Film_713
Film_714,Horror,9.3,2002,Director_83,https://via.placeholder.com/300x450.png?text=Film_714
Film_715,Drama,8.6,2016,Director_66,https://via.placeholder.com/300x450.png?text=Film_715
Film_716,Action,7.2,2017,Director_78,https://via.placeholder.com/300x450.png?text=Film_716
Film_717,Horror,6.4,1991,Director_28,https://via.placeholder.com/300x450.png?text=Film_717
Film_718,Sci-Fi,9.4,2023,Director_70,https://via.placeholder.com/300x450.png?text=Film_718
Film_719,Thriller,5.4,1991,Director_24,https://via.placeholder.com/300x450.png?text=Film_719
Film_720,Sci-Fi,8.6,2006,Director_36,https://via.placeholder.com/300x450.png?text=Film_720
Film_721,Thriller,8.0,2007,Director_35,https://via.placeholder.com/300x450.png?text=Film_721
Film_722,Thriller,5.2,2013,Director_82,https://via.placeholder.com/300x450.png?text=Film_722
Film_723,Drama,5.5,1997,Director_81,https://via.placeholder.com/300x450.png?text=Film_723
Film_724,Thriller,8.1,2012,Director_49,https://via.placeholder.com/300x450.png?text=Film_724
Film_725,Drama,8.6,2002,Director_9,https://via.placeholder.com/300x450.png?text=Film_725
Film_726,Horror,5.5,1990,Director_75,https://via.placeholder.com/300x450.png?text=Film_726
Film_727,Horror,7.5,2016,Director_73,https://via.placeholder.com/300x450.png?text=Film_727
Film_728,Comedy,9.4,1990,Director_66,https://via.placeholder.com/300x450.png?text=Film_728
Film_729,Horror,6.6,2022,Director_76,https://via.placeholder.com/300x450.png?text=Film_729
Film_730,Horror,7.7,2008,Director_29,https://via.placeholder.com/300x450.png?text=Film_730
Film_731,Thriller,9.0,1995,Director_88,https://via.placeholder.com/300x450.png?text=Film_731
Film_732,Action,7.8,2000,Director_48,https://via.placeholder.com/300x450.png?text=Film_732
Film_733,Drama,7.0,2015,Director_49,https://via.placeholder.com/300x450.png?text=Film_733
Film_734,Thriller,9.1,2007,Director_15,https://via.placeholder.com/300x450.png?text=Film_734
Film_735,Romance,8.8,2021,Director_69,https://via.placeholder.com/300x450.png?text=Film_735
Film_736,Drama,6.6,2005,Director_70,https://via.placeholder.com/300x450.png?text=Film_736
Film_737,Drama,7.3,2015,Director_77,https://via.placeholder.com/300x450.png?text=Film_737
Film_738,Comedy,8.0,2002,Director_94,https://via.placeholder.com/300x450.png?text=Film_738
Film_739,Sci-Fi,5.2,2015,Director_50,https://via.placeholder.com/300x450.png?text=Film_739
Film_740,Romance,8.9,2015,Director_84,https://via.placeholder.com/300x450.png?text=Film_740
Film_741,Action,5.3,2018,Director_38,https://via.placeholder.com/300x450.png?text=Film_741
Film_742,Comedy,7.0,1998,Director_78,https://via.placeholder.com/300x450.png?text=Film_742
Film_743,Romance,5.7,2015,Director_59,https://via.placeholder.com/300x450.png?text=Film_743
Film_744,Romance,6.3,2016,Director_60,https://via.placeholder.com/300x450.png?text=Film_744
Film_745,Horror,8.0,1996,Director_88,https://via.placeholder.com/300x450.png?text=Film_745
Film_746,Drama,6.3,2019,Director_65,https://via.placeholder.com/300x450.png?text=Film_746
Film_747,Comedy,5.4,2004,Director_81,https://via.placeholder.com/300x450.png?text=Film_747
Film_748,Horror,7.8,2004,Director_2,https://via.placeholder.com/300x450.png?text=Film_748
Film_749,Romance,9.0,2019,Director_3,https://via.placeholder.com/300x450.png?text=Film_749
Film_750,Romance,8.0,1993,Director_9,https://via.placeholder.com/300x450.png?text=Film_750
Film_751,Comedy,6.9,2006,Director_55,https://via.placeholder.com/300x450.png?text=Film_751
Film_752,Sci-Fi,9.2,1998,Director_35,https://via.placeholder.com/300x450.png?text=Film_752
Film_753,Drama,5.1,1999,Director_39,https://via.placeholder.com/300x450.png?text=Film_753
Film_754,Horror,8.1,2001,Director_1,https://via.placeholder.com/300x450.png?text=Film_754
Film_755,Drama,5.8,2019,Director_76,https://via.placeholder.com/300x450.png?text=Film_755
Film_756,Action,9.4,2001,Director_58,https://via.placeholder.com/300x450.png?text=Film_756
Film_757,Horror,7.4,2019,Director_39,https://via.placeholder.com/300x450.png?text=Film_757
Film_758,Sci-Fi,6.7,1997,Director_19,https://via.placeholder.com/300x450.png?text=Film_758
Film_759,Sci-Fi,5.1,2019,Director_45,https://via.placeholder.com/300x450.png?text=Film_759
Film_760,Thriller,8.2,2001,Director_79,https://via.placeholder.com/300x450.png?text=Film_760
Film_761,Drama,7.2,1990,Director_48,https://via.placeholder.com/300x450.png?text=Film_761
Film_762,Drama,8.3,1998,Director_16,https://via.placeholder.com/300x450.png?text=Film_762
Film_763,Horror,7.1,2011,Director_49,https://via.placeholder.com/300x450.png?text=Film_763
Film_764,Romance,5.8,2021,Director_71,https://via.placeholder.com/300x450.png?text=Film_764
Film_765,Horror,8.9,1997,Director_75,https://via.placeholder.com/300x450.png?text=Film_765
Film_766,Action,8.8,2000,Director_59,https://via.placeholder.com/300x450.png?text=Film_766
Film_767,Action,9.3,2011,Director_71,https://via.placeholder.com/300x450.png?text=Film_767
Film_768,Thriller,6.3,2022,Director_10,https://via.placeholder.com/300x450.png?text=Film_768
Film_769,Sci-Fi,7.2,2020,Director_17,https://via.placeholder.com/300x450.png?text=Film_769
Film_770,Drama,7.1,2009,Director_19,https://via.placeholder.com/300x450.png?text=Film_770
Film_771,Horror,9.4,1992,Director_34,https://via.placeholder.com/300x450.png?text=Film_771
Film_772,Action,7.0,2017,Director_61,https://via.placeholder.com/300x450.png?text=Film_772
Film_773,Thriller,7.5,2007,Director_79,https://via.placeholder.com/300x450.png?text=Film_773
Film_774,Action,6.2,2013,Director_43,https://via.placeholder.com/300x450.png?text=Film_774
Film_775,Drama,5.6,2015,Director_6,https://via.placeholder.com/300x450.png?text=Film_775
Film_776,Comedy,6.2,2019,Director_38,https://via.placeholder.com/300x450.png?text=Film_776
Film_777,Horror,5.4,2011,Director_27,https://via.placeholder.com/300x450.png?text=Film_777
Film_778,Comedy,8.6,1994,Director_6,https://via.placeholder.com/300x450.png?text=Film_778
Film_779,Action,8.3,1992,Director_11,https://via.placeholder.com/300x450.png?text=Film_779
Film_780,Romance,5.6,2013,Director_86,https://via.placeholder.com/300x450.png?text=Film_780
Film_781,Romance,7.1,1999,Director_84,https://via.placeholder.com/300x450.png?text=Film_781
Film_782,Drama,7.4,2007,Director_49,https://via.placeholder.com/300x450.png?text=Film_782
Film_783,Comedy,5.4,2015,Director_3,https://via.placeholder.com/300x450.png?text=Film_783
Film_784,Comedy,5.6,1998,Director_15,https://via.placeholder.com/300x450.png?text=Film_784
Film_785,Sci-Fi,9.3,2017,Director_38,https://via.placeholder.com/300x450.png?text=Film_785
Film_786,Sci-Fi,8.2,2023,Director_64,https://via.placeholder.com/300x450.png?text=Film_786
Film_787,Action,7.6,2013,Director_67,https://via.placeholder.com/300x450.png?text=Film_787
Film_788,Thriller,5.6,1993,Director_42,https://via.placeholder.com/300x450.png?text=Film_788
Film_789,Romance,6.5,2019,Director_98,https://via.placeholder.com/300x450.png?text=Film_789
Film_790,Thriller,5.9,2009,Director_81,https://via.placeholder.com/300x450.png?text=Film_790
Film_791,Comedy,6.1,2023,Director_16,https://via.placeholder.com/300x450.png?text=Film_791
Film_792,Drama,6.5,2001,Director_90,https://via.placeholder.com/300x450.png?text=Film_792
Film_793,Drama,8.0,2023,Director_58,https://via.placeholder.com/300x450.png?text=Film_793
Film_794,Thriller,8.3,1997,Director_59,https://via.placeholder.com/300x450.png?text=Film_794
Film_795,Action,9.1,2012,Director_30,https://via.placeholder.com/300x450.png?text=Film_795
Film_796,Action,9.1,2017,Director_55,https://via.placeholder.com/300x450.png?text=Film_796
Film_797,Horror,9.1,2000,Director_1,https://via.placeholder.com/300x450.png?text=Film_797
Film_798,Comedy,5.7,1996,Director_69,https://via.placeholder.com/300x450.png?text=Film_798
Film_799,Romance,9.0,2004,Director_91,https://via.placeholder.com/300x450.png?text=Film_799
Film_800,Sci-Fi,6.3,1993,Director_93,https://via.placeholder.com/300x450.png?text=Film_800
Film_801,Horror,7.0,1999,Director_87,https://via.placeholder.com/300x450.png?text=Film_801
Film_802,Action,6.6,1996,Director_57,https://via.placeholder.com/300x450.png?text=Film_802
Film_803,Comedy,5.7,1992,Director_42,https://via.placeholder.com/300x450.png?text=Film_803
Film_804,Drama,8.8,1997,Director_13,https://via.placeholder.com/300x450.png?text=Film_804
Film_805,Drama,5.8,2019,Director_60,https://via.placeholder.com/300x450.png?text=Film_805
Film_806,Action,6.2,1992,Director_14,https://via.placeholder.com/300x450.png?text=Film_806
Film_807,Horror,5.9,2004,Director_64,https://via.placeholder.com/300x450.png?text=Film_807
Film_808,Sci-Fi,9.0,2018,Director_8,https://via.placeholder.com/300x450.png?text=Film_808
Film_809,Romance,7.3,2002,Director_12,https://via.placeholder.com/300x450.png?text=Film_809
Film_810,Sci-Fi,6.7,2002,Director_79,https://via.placeholder.com/300x450.png?text=Film_810
Film_811,Horror,8.5,2017,Director_92,https://via.placeholder.com/300x450.png?text=Film_811
Film_812,Drama,8.7,2012,Director_14,https://via.placeholder.com/300x450.png?text=Film_812
Film_813,Comedy,5.5,2023,Director_33,https://via.placeholder.com/300x450.png?text=Film_813
Film_814,Action,9.1,2011,Director_83,https://via.placeholder.com/300x450.png?text=Film_814
Film_815,Drama,7.0,2008,Director_37,https://via.placeholder.com/300x450.png?text=Film_815
Film_816,Romance,7.1,2001,Director_19,https://via.placeholder.com/300x450.png?text=Film_816
Film_817,Action,8.2,2020,Director_32,https://via.placeholder.com/300x450.png?text=Film_817
Film_818,Thriller,5.8,1990,Director_32,https://via.placeholder.com/300x450.png?text=Film_818
Film_819,Romance,6.5,2002,Director_29,https://via.placeholder.com/300x450.png?text=Film_819
Film_820,Romance,6.2,2011,Director_23,https://via.placeholder.com/300x450.png?text=Film_820
Film_821,Action,7.5,2005,Director_54,https://via.placeholder.com/300x450.png?text=Film_821
Film_822,Horror,6.4,2016,Director_28,https://via.placeholder.com/300x450.png?text=Film_822
Film_823,Comedy,6.8,2020,Director_20,https://via.placeholder.com/300x450.png?text=Film_823
Film_824,Romance,8.8,1995,Director_55,https://via.placeholder.com/300x450.png?text=Film_824
Film_825,Romance,9.3,2020,Director_26,https://via.placeholder.com/300x450.png?text=Film_825
Film_826,Horror,9.0,2001,Director_38,https://via.placeholder.com/300x450.png?text=Film_826
Film_827,Thriller,6.2,2012,Director_1,https://via.placeholder.com/300x450.png?text=Film_827
Film_828,Romance,8.0,1990,Director_58,https://via.placeholder.com/300x450.png?text=Film_828
Film_829,Thriller,6.5,2024,Director_75,https://via.placeholder.com/300x450.png?text=Film_829
Film_830,Horror,9.2,1999,Director_23,https://via.placeholder.com/300x450.png?text=Film_830
Film_831,Thriller,7.7,1994,Director_1,https://via.placeholder.com/300x450.png?text=Film_831
Film_832,Comedy,6.3,2004,Director_78,https://via.placeholder.com/300x450.png?text=Film_832
Film_833,Sci-Fi,7.1,1994,Director_20,https://via.placeholder.com/300x450.png?text=Film_833
Film_834,Sci-Fi,8.7,2001,Director_3,https://via.placeholder.com/300x450.png?text=Film_834
Film_835,Action,8.0,2010,Director_45,https://via.placeholder.com/300x450.png?text=Film_835
Film_836,Thriller,7.7,2000,Director_13,https://via.placeholder.com/300x450.png?text=Film_836
Film_837,Romance,5.6,1995,Director_79,https://via.placeholder.com/300x450.png?text=Film_837
Film_838,Sci-Fi,7.6,1993,Director_33,https://via.placeholder.com/300x450.png?text=Film_838
Film_839,Comedy,7.5,2019,Director_31,https://via.placeholder.com/300x450.png?text=Film_839
Film_840,Thriller,8.1,2005,Director_61,https://via.placeholder.com/300x450.png?text=Film_840
Film_841,Horror,7.9,2016,Director_4,https://via.placeholder.com/300x450.png?text=Film_841
Film_842,Sci-Fi,9.4,2009,Director_26,https://via.placeholder.com/300x450.png?text=Film_842
Film_843,Drama,8.5,2010,Director_13,https://via.placeholder.com/300x450.png?text=Film_843
Film_844,Sci-Fi,6.5,1997,Director_57,https://via.placeholder.com/300x450.png?text=Film_844
Film_845,Action,5.3,2000,Director_77,https://via.placeholder.com/300x450.png?text=Film_845
Film_846,Comedy,6.6,1999,Director_25,https://via.placeholder.com/300x450.png?text=Film_846
Film_847,Drama,6.3,1992,Director_24,https://via.placeholder.com/300x450.png?text=Film_847
Film_848,Sci-Fi,9.1,2011,Director_70,https://via.placeholder.com/300x450.png?text=Film_848
Film_849,Action,8.5,2012,Director_83,https://via.placeholder.com/300x450.png?text=Film_849
Film_850,Sci-Fi,7.8,2023,Director_5,https://via.placeholder.com/300x450.png?text=Film_850
Film_851,Sci-Fi,5.2,2006,Director_92,https://via.placeholder.com/300x450.png?text=Film_851
Film_852,Romance,9.1,1991,Director_32,https://via.placeholder.com/300x450.png?text=Film_852
Film_853,Action,5.7,2006,Director_47,https://via.placeholder.com/300x450.png?text=Film_853
Film_854,Horror,7.7,1995,Director_3,https://via.placeholder.com/300x450.png?text=Film_854
Film_855,Comedy,8.0,2007,Director_66,https://via.placeholder.com/300x450.png?text=Film_855
Film_856,Horror,8.0,2001,Director_66,https://via.placeholder.com/300x450.png?text=Film_856
Film_857,Comedy,8.0,2019,Director_77,https://via.placeholder.com/300x450.png?text=Film_857
Film_858,Sci-Fi,5.9,2002,Director_30,https://via.placeholder.com/300x450.png?text=Film_858
Film_859,Thriller,8.5,1993,Director_95,https://via.placeholder.com/300x450.png?text=Film_859
Film_860,Comedy,7.5,2014,Director_29,https://via.placeholder.com/300x450.png?text=Film_860
Film_861,Action,6.4,2024,Director_5,https://via.placeholder.com/300x450.png?text=Film_861
Film_862,Romance,9.1,2024,Director_76,https://via.placeholder.com/300x450.png?text=Film_862
Film_863,Thriller,7.8,2010,Director_71,https://via.placeholder.com/300x450.png?text=Film_863
Film_864,Drama,8.2,1991,Director_46,https://via.placeholder.com/300x450.png?text=Film_864
Film_865,Comedy,6.8,2005,Director_2,https://via.placeholder.com/300x450.png?text=Film_865
Film_866,Romance,5.9,2018,Director_57,https://via.placeholder.com/300x450.png?text=Film_866
Film_867,Drama,8.3,2015,Director_56,https://via.placeholder.com/300x450.png?text=Film_867
Film_868,Comedy,6.6,2012,Director_72,https://via.placeholder.com/300x450.png?text=Film_868
Film_869,Thriller,7.4,2004,Director_59,https://via.placeholder.com/300x450.png?text=Film_869
Film_870,Horror,8.6,2005,Director_43,https://via.placeholder.com/300x450.png?text=Film_870
Film_871,Drama,9.4,2008,Director_73,https://via.placeholder.com/300x450.png?text=Film_871
Film_872,Drama,8.9,2005,Director_11,https://via.placeholder.com/300x450.png?text=Film_872
Film_873,Horror,6.7,2021,Director_68,https://via.placeholder.com/300x450.png?text=Film_873
Film_874,Drama,6.3,2013,Director_81,https://via.placeholder.com/300x450.png?text=Film_874
Film_875,Drama,7.6,1999,Director_3,https://via.placeholder.com/300x450.png?text=Film_875
Film_876,Thriller,5.1,2016,Director_47,https://via.placeholder.com/300x450.png?text=Film_876
Film_877,Thriller,7.0,1990,Director_41,https://via.placeholder.com/300x450.png?text=Film_877
Film_878,Thriller,8.0,2005,Director_37,https://via.placeholder.com/300x450.png?text=Film_878
Film_879,Drama,9.0,1999,Director_49,https://via.placeholder.com/300x450.png?text=Film_879
Film_880,Sci-Fi,7.3,2021,Director_20,https://via.placeholder.com/300x450.png?text=Film_880
Film_881,Sci-Fi,7.8,2006,Director_34,https://via.placeholder.com/300x450.png?text=Film_881
Film_882,Horror,8.3,2004,Director_80,https://via.placeholder.com/300x450.png?text=Film_882
Film_883,Horror,8.0,2018,Director_20,https://via.placeholder.com/300x450.png?text=Film_883
Film_884,Romance,5.1,2012,Director_76,https://via.placeholder.com/300x450.png?text=Film_884
Film_885,Thriller,8.0,1996,Director_87,https://via.placeholder.com/300x450.png?text=Film_885
Film_886,Romance,8.2,2002,Director_4,https://via.placeholder.com/300x450.png?text=Film_886
Film_887,Comedy,7.2,2006,Director_87,https://via.placeholder.com/300x450.png?text=Film_887
Film_888,Action,7.0,2024,Director_42,https://via.placeholder.com/300x450.png?text=Film_888
Film_889,Thriller,7.0,1993,Director_87,https://via.placeholder.com/300x450.png?text=Film_889
Film_890,Thriller,6.0,2014,Director_5,https://via.placeholder.com/300x450.png?text=Film_890
Film_891,Action,5.0,1993,Director_79,https://via.placeholder.com/300x450.png?text=Film_891
Film_892,Comedy,8.1,1991,Director_50,https://via.placeholder.com/300x450.png?text=Film_892
Film_893,Romance,8.5,2003,Director_7,https://via.placeholder.com/300x450.png?text=Film_893
Film_894,Horror,5.9,2017,Director_95,https://via.placeholder.com/300x450.png?text=Film_894
Film_895,Romance,6.4,2008,Director_45,https://via.placeholder.com/300x450.png?text=Film_895
Film_896,Action,6.3,2014,Director_12,https://via.placeholder.com/300x450.png?text=Film_896
Film_897,Comedy,7.8,2020,Director_58,https://via.placeholder.com/300x450.png?text=Film_897
Film_898,Action,7.3,2006,Director_89,https://via.placeholder.com/300x450.png?text=Film_898
Film_899,Thriller,8.5,1991,Director_34,https://via.placeholder.com/300x450.png?text=Film_899
Film_900,Thriller,9.2,1992,Director_19,https://via.placeholder.com/300x450.png?text=Film_900
Film_901,Action,8.7,2008,Director_85,https://via.placeholder.com/300x450.png?text=Film_901
Film_902,Drama,7.2,2020,Director_56,https://via.placeholder.com/300x450.png?text=Film_902
Film_903,Sci-Fi,7.0,2008,Director_35,https://via.placeholder.com/300x450.png?text=Film_903
Film_904,Horror,7.8,1999,Director_75,https://via.placeholder.com/300x450.png?text=Film_904
Film_905,Thriller,6.4,2017,Director_4,https://via.placeholder.com/300x450.png?text=Film_905
Film_906,Action,8.9,2004,Director_42,https://via.placeholder.com/300x450.png?text=Film_906
Film_907,Sci-Fi,5.1,2024,Director_3,https://via.placeholder.com/300x450.png?text=Film_907
Film_908,Horror,8.0,1997,Director_13,https://via.placeholder.com/300x450.png?text=Film_908
Film_909,Drama,8.9,2008,Director_18,https://via.placeholder.com/300x450.png?text=Film_909
Film_910,Thriller,8.6,1997,Director_35,https://via.placeholder.com/300x450.png?text=Film_910
Film_911,Drama,5.3,1999,Director_8,https://via.placeholder.com/300x450.png?text=Film_911
Film_912,Romance,8.6,2010,Director_51,https://via.placeholder.com/300x450.png?text=Film_912
Film_913,Horror,6.4,1999,Director_98,https://via.placeholder.com/300x450.png?text=Film_913
Film_914,Drama,5.7,2000,Director_74,https://via.placeholder.com/300x450.png?text=Film_914
Film_915,Horror,9.4,2022,Director_58,https://via.placeholder.com/300x450.png?text=Film_915
